Tree output
accuracy score:,0.6666666666666666
Y_test: ,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0
Y_pred,1,0,0,6,0,0,0,2,0,0,0,0,1,1,0
 
accuracy score:,0.6666666666666666
Y_test: ,0,3,0,0,0,0,0,2,0,2,0,1,0,1,0
Y_pred,0,0,0,0,0,0,0,5,0,2,0,5,1,0,0
 
accuracy score:,0.6
Y_test: ,0,0,0,0,1,0,0,2,2,2,0,0,0,2,0
Y_pred,0,0,0,0,3,0,0,0,1,1,3,0,0,4,0
 
accuracy score:,0.6
Y_test: ,0,2,1,1,1,0,2,0,0,0,0,0,6,1,0
Y_pred,0,2,1,3,2,6,1,0,0,0,0,2,6,1,2
 
accuracy score:,0.4666666666666667
Y_test: ,0,6,0,2,3,0,0,1,0,0,0,6,0,1,2
Y_pred,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0
 
accuracy score:,0.4
Y_test: ,0,0,6,0,4,1,0,1,0,7,0,2,2,3,1
Y_pred,0,0,6,0,1,2,0,0,0,2,6,1,0,0,3
 
accuracy score:,0.5333333333333333
Y_test: ,0,4,0,0,0,1,0,1,0,1,2,6,0,0,0
Y_pred,0,7,0,0,0,2,6,2,0,7,0,6,0,2,0
 
accuracy score:,0.8
Y_test: ,2,0,0,0,2,1,0,0,0,0,6,0,0,0,0
Y_pred,2,0,1,0,0,2,0,0,0,0,6,0,0,0,0
 
accuracy score:,0.5333333333333333
Y_test: ,1,0,0,5,0,0,1,6,4,0,0,2,1,0,0
Y_pred,2,0,0,1,0,0,3,6,2,0,0,1,3,1,0
 
accuracy score:,0.5333333333333333
Y_test: ,0,2,2,6,1,0,2,1,2,0,0,0,0,0,2
Y_pred,0,7,1,0,1,0,7,5,1,0,0,0,0,0,0
 
accuracy score:,0.4
Y_test: ,1,5,0,7,0,2,1,1,1,2,6,3,0,0,1
Y_pred,0,2,0,4,0,0,2,2,1,0,6,0,0,0,0
 
accuracy score:,0.5333333333333333
Y_test: ,0,0,0,3,0,2,0,2,0,7,3,0,0,2,0
Y_pred,0,0,0,1,0,4,0,2,0,2,0,0,1,1,2
 
accuracy score:,0.6
Y_test: ,1,0,0,0,1,6,1,3,6,0,2,7,0,0,0
Y_pred,1,0,0,0,0,0,5,2,6,0,5,2,0,0,0
 
accuracy score:,0.5333333333333333
Y_test: ,0,0,0,6,2,1,0,0,1,0,2,5,2,2,2
Y_pred,0,0,0,0,0,6,0,0,4,0,2,1,2,4,1
 
accuracy score:,0.4666666666666667
Y_test: ,2,4,1,2,0,1,0,6,0,0,0,1,0,0,6
Y_pred,4,1,5,5,0,1,0,6,6,0,0,2,1,0,2
 
accuracy score:,0.6
Y_test: ,0,2,0,0,0,1,1,0,6,1,0,5,2,2,0
